Brocha;NBrochasHSS;NDiscos;NUsos;USDutchman;BrochaSN;OrdenFabricacion;PartNumber;NUso;NBrochaHSS;NDisco;FBrochado;DUMMY;Dutchman;Maquina;TpoIndexador; Utillaje;XC;ZC;BC;CC;XCMM;ZCMM;BCMM;CCMM
011.0070.300;2;2;11;7;E0450;222411165;14160218;4;2;1;2023-10-16 00:36:46.090;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.01;1.041;0.06;0.116;-0.02;-0.295;0.007;-0.023;0.042
011.0077.300;2;2;11;7;E0379;222415005;14144442;1;2;2;2023-10-16 05:21:20.990;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.095;0.07;0.057;-0.02;-0.2;0.029;-0.03;0.011
011.0082.300;2;2;11;7;E0473;DUMMY;14129565;8;1;NULL;2023-10-16 05:48:48.850;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.5;0.15;0.05;0.02;-0.569;0.004;-0.034;-0.01
011.0084.300;1;6;9;7;WE9015;222415557;14126836;7;1;6;2023-10-16 12:29:11.633;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.21;0.1;0;0;-0.117;-0.011;-0.028;-0.02
011.0070.300;2;2;11;7;E0450;222411166;14160218;4;2;2;2023-10-16 15:59:03.297;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.01;0.746;0.06;0.093;-0.02;0.078;-0.03;0.008;0.046
011.0082.300;2;2;11;7;E0478;222397873;14152399;11;1;1;2023-10-16 18:20:37.553;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0735;-0.049;-0.067;0.02;0.02;-0.105;-0.008;0.001;0.009
011.0070.300;2;2;11;7;E0475;222416374;14144443;7;2;1;2023-10-16 19:58:56.283;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0015.01;0.544;0.058;0.045;0.11;0.038;-0.006;0.001;0.007
011.0097.300;2;2;9;7;E0409;222402858;14173286;3;1;1;2023-10-16 21:07:57.430;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0748;0.767;0.039;0.038;0.02;-0.008;-0.071;-0.01;-0.041
011.0082.300;2;2;11;7;E0488;222398166;14152396;3;2;2;2023-10-16 23:32:57.120;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0732;0.187;-0.13;0.072;0.01;0.33;-0.037;0.021;-0.058
011.0082.300;2;2;11;7;E0473;222416578;14129565;8;1;1;2023-10-17 01:23:50.180;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.07;0.15;0.02;0.02;0.241;-0.07;0.034;-0.011
011.0070.300;2;2;11;7;E0476;222415209;14135691;11;1;1;2023-10-17 04:21:08.080;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.535;0.06;0.074;0;-0.578;-0.109;-0.06;0.004
011.0097.300;2;2;9;7;E0409;222412580;14173286;3;1;2;2023-10-17 05:43:25.480;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0748;0.75;-0.04;0.028;0.02;0.07;0.029;-0.006;-0.047
011.0082.300;2;2;11;7;E0473;222416577;14129565;8;1;2;2023-10-17 06:12:59.673;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.171;0.08;0.054;0.02;0.126;-0.002;0.002;-0.007
011.0097.300;2;2;9;7;E0409;222415657;14173285;3;2;1;2023-10-17 09:45:30.540;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0747;0.581;0.046;-0.001;-0.02;0.085;0.051;0.022;0.005
011.0070.300;2;2;11;7;E0469;DUMMY;14160218;1;1;NULL;2023-10-17 11:55:52.177;VERDADERO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0016.01;0.5;0.05;0.05;0.1;1.106;-0.035;0.092;-0.093
011.0070.300;2;2;11;7;E0475;222416375;14144443;7;2;2;2023-10-17 11:58:58.327;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0015.01;0.582;0.052;0.046;0.11;-0.146;0.008;-0.018;0.057
011.0082.300;2;2;11;7;E0478;222405825;14152399;11;1;2;2023-10-17 13:03:20.457;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0735;-0.154;-0.075;0.021;0.02;0.039;0.008;0.005;0.017
011.0097.300;2;2;9;7;E0409;222415658;14173285;3;2;2;2023-10-17 15:34:57.737;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0747;0.666;0.097;0.021;-0.02;0.008;-0.005;0.03;0
011.0082.300;2;2;11;7;E0473;DUMMY;14131672;8;2;NULL;2023-10-17 16:16:50.220;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;0.15;0.12;0.01;-0.01;-0.128;-0.047;0.006;0.011
011.0077.300;2;2;11;7;E0465;222415561;14144442;2;1;1;2023-10-17 17:29:00.280;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.3;0.07;0;-0.02;-0.146;0.001;0.056;0.024
011.0070.300;2;2;11;7;E0469;222417848;14160218;1;1;1;2023-10-17 18:36:38.977;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0016.01;0.7;-0.05;0.05;0.1;0.014;0.031;0.003;-0.034
011.0081.300;2;2;11;7;E0471;222413727;14131670;5;2;2;2023-10-17 21:46:01.797;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.157;-0.108;0.006;0.02;0.435;-0.016;0.045;0.024
011.0070.300;2;2;11;7;E0476;222415210;14135691;11;1;2;2023-10-17 23:13:48.857;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;-0.043;0.06;0.014;0;0.134;-0.079;0.017;0.014
011.0077.300;2;2;11;7;E0470;222415014;14144441;10;2;2;2023-10-18 03:03:52.060;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.7;-0.03;0.1;0.02;0.072;-0.005;0.011;0.002
011.0082.300;2;2;11;7;E0478;222411912;14131674;11;2;1;2023-10-18 03:15:33.627;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.245;-0.04;0.02;-0.01;-0.224;-0.031;-0.019;-0.027
011.0084.300;1;6;9;7;WE9014;DUMMY;14157930;1;1;0;2023-10-18 05:19:42.003;VERDADERO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.2;0.06;0;-0.01;-0.018;0;-0.004;-0.051
011.0084.300;1;6;9;7;WE9014;222408244;14157930;1;1;1;2023-10-18 05:23:16.277;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;0.1;0.06;0;-0.01;-0.073;-0.005;-0.017;-0.008
011.0077.300;2;2;11;7;E0465;222416015;14144442;2;1;2;2023-10-18 07:37:51.283;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.154;0.07;0.056;-0.02;0.089;0.01;0.012;0.034
011.0084.300;1;6;9;7;WE9014;222415555;14126836;1;1;2;2023-10-18 08:43:35.207;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.17;0.06;0;-0.01;0.028;0.017;0.007;0.003
011.0082.300;2;2;11;7;E0473;222415201;14131672;8;2;1;2023-10-18 10:03:29.597;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;0;0.07;0.01;-0.01;-0.072;0.068;-0.007;0.029
011.0081.300;2;2;11;7;E0485;222413730;14131670;4;2;1;2023-10-18 10:17:13.013;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.19;-0.14;0;0.02;-0.119;0.031;-0.008;0.009
011.0082.300;2;2;11;7;E0473;222415200;14131672;8;2;2;2023-10-18 10:23:10.800;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.072;0.138;0.003;-0.01;-0.102;-0.006;-0.005;0.028
011.0081.300;2;2;11;7;E0485;222413726;14131670;4;2;2;2023-10-18 11:06:03.640;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.66;-0.108;0.023;0.02;-0.138;-0.003;-0.02;0.013
011.0082.300;2;2;11;7;E0486;222416005;14152397;2;1;1;2023-10-18 14:11:17.157;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0733;0.033;0.052;0.031;0.01;0.225;-0.076;-0.008;-0.015
011.0082.300;2;2;11;7;E0478;222417179;14131674;11;2;2;2023-10-18 16:44:40.800;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.469;-0.04;0.001;-0.01;0.291;-0.042;0.018;-0.011
011.0084.300;1;6;9;7;WE9014;222412808;14126836;1;1;3;2023-10-18 17:10:42.497;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.198;0.077;0.007;0;-0.021;-0.017;-0.005;0
011.0082.300;2;2;11;7;E0487;222415623;14131673;5;1;1;2023-10-18 18:06:59.153;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.781;-0.07;0.049;-0.02;-0.236;-0.028;-0.016;-0.01
011.0070.300;2;2;11;7;E0469;222384361;14135690;1;1;2;2023-10-18 19:11:28.110;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0016.01;0.726;-0.02;0.044;0.1;-0.04;0.038;0.017;-0.02
011.0109.300;2;2;9;7;E0407;222415659;14173285;3;1;1;2023-10-18 21:14:50.127;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0747;0.185;-0.045;-0.031;-0.02;0.048;0.015;0.034;-0.006
011.0084.300;1;6;9;7;WE9014;222408243;14157930;1;1;4;2023-10-19 00:32:53.027;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;0.2;0.07;0;0;0.06;-0.014;0.014;0.005
011.0109.300;2;2;9;7;E0407;222412578;14173285;3;1;2;2023-10-19 04:06:22.947;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0747;0.22;-0.03;0.03;-0.02;-0.001;0.023;0.035;-0.01
011.0070.300;2;2;11;7;E0476;222416378;14144443;11;2;1;2023-10-19 06:38:06.850;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;-0.237;0.06;0.01;0.01;-0.265;-0.074;-0.051;-0.004
011.0082.300;2;2;11;7;E0486;222416004;14152397;2;1;2;2023-10-19 07:39:53.480;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0733;0.25;-0.024;0.023;0.01;-0.031;0.058;0.001;-0.02
011.0109.300;2;2;9;7;E0407;222412579;14173286;3;2;1;2023-10-19 09:39:36.280;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0748;0.517;-0.005;0.011;0.02;-0.037;-0.082;-0.011;-0.023
011.0082.300;2;2;11;7;E0487;222413735;14131673;5;1;2;2023-10-19 11:36:25.347;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.545;-0.07;0.033;-0.02;-0.036;0.013;0.001;-0.012
011.0082.300;2;2;11;7;E0492;222416579;14129565;2;1;1;2023-10-19 14:12:08.933;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.401;0.127;-0.008;0.02;0.162;-0.044;0.002;-0.002
011.0084.300;1;6;9;7;WE9014;222416775;14126836;1;1;5;2023-10-19 17:30:50.277;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.14;0.06;0;0;0.028;0.011;0.007;-0.001
011.0077.300;2;2;11;7;E0465;222413256;14144442;2;2;1;2023-10-19 17:32:02.930;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.078;0.07;0.026;-0.02;0.135;0.032;0.036;0.035
011.0070.300;2;2;11;7;E0469;222412729;14160218;1;2;1;2023-10-19 20:37:42.490;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0016.01;0.41;0.02;0.02;0.1;0.032;-0.008;0.011;-0.044
011.0084.300;1;6;9;7;WE9014;222416776;14126836;1;1;6;2023-10-19 23:06:45.280;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.168;0.071;0.007;0;0.028;0.017;0.007;0.003
011.0082.300;2;2;11;7;E0486;222405822;14152398;2;2;1;2023-10-19 23:38:42.577;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0734;0.214;0.045;0.023;-0.01;-0.058;-0.002;-0.017;0.01
011.0082.300;2;2;11;7;E0487;222416624;14131674;5;2;1;2023-10-20 04:22:18.503;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.086;-0.04;0.032;-0.01;-0.242;-0.061;-0.001;0.002
011.0077.300;2;2;11;7;E0465;222415376;14144442;2;2;2;2023-10-20 08:49:02.820;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.213;0.07;0.062;-0.02;-0.122;0.041;-0.014;0.029
011.0081.300;2;2;11;7;E0436;222413782;14152394;3;1;1;2023-10-20 09:49:52.957;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;-0.241;-0.051;0.007;0.03;0.224;0.003;0.021;-0.007
011.0070.300;2;2;11;7;E0464;222405788;14144443;5;1;1;2023-10-20 13:45:49.950;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;0.644;0.06;0.079;0.01;-0.019;0.012;0.004;0
011.0082.300;2;2;11;7;E0472;222415624;14131673;10;1;1;2023-10-20 15:13:40.607;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.237;0.042;0.003;0;0.016;-0.057;-0.003;0.004
011.0082.300;2;2;11;7;E0492;222415222;14129565;2;1;2;2023-10-20 16:40:59.400;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.239;0.083;-0.006;0.02;0.075;-0.028;0.016;-0.012
011.0081.300;2;2;11;7;E0436;222413781;14152394;3;1;2;2023-10-20 17:42:09.557;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;-0.017;-0.048;0.01;0.03;0.089;0.011;0.006;-0.008
011.0082.300;2;2;11;7;E0487;222411913;14131674;5;2;2;2023-10-20 18:50:30.787;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.156;-0.04;0.031;-0.01;0.009;-0.081;-0.005;0.021
011.0084.300;1;6;9;7;WK9005;DUMMY;14126836;6;1;NULL;2023-10-20 20:09:40.347;VERDADERO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;0.1;0.06;0;0;-0.155;-0.042;0;0.004
011.0082.300;2;2;11;7;E0486;222405821;14152398;2;2;2;2023-10-20 20:46:57.580;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0734;0.156;0.043;0.006;-0.01;-0.124;-0.039;-0.014;0.008
011.0084.300;1;6;9;7;WK9005;222415556;14126836;6;1;1;2023-10-20 21:21:40.593;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0039;-0.068;0.02;0;0;0.008;0.046;0.002;-0.004
011.0070.300;2;2;11;7;E0468;222417933;14160218;3;1;1;2023-10-21 00:32:54.290;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.01;0.63;0.06;0.08;-0.02;-0.335;-0.08;-0.035;0.028
011.0082.300;2;2;11;7;E0492;222415223;14129565;2;2;1;2023-10-21 01:39:12.480;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.035;0.122;-0.02;0.02;-0.266;-0.011;0.011;-0.006
011.0082.300;2;2;11;7;E0472;222415626;14131673;10;1;2;2023-10-21 06:50:20.207;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.253;-0.015;0;0;-0.073;0.024;0.001;-0.002
011.0081.300;2;2;11;7;E0436;222410753;14131671;3;2;1;2023-10-21 11:47:15.723;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.627;0.084;-0.038;-0.02;0.195;-0.015;0.042;-0.003
011.0096.300;2;2;10;7;E0414;222408538;14173284;5;2;1;2023-10-23 11:29:32.113;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0746;0.757;-0.081;0.046;0;0.196;0.012;-0.055;-0.02
011.0077.300;2;2;11;7;E0484;222415004;14144442;9;1;1;2023-10-23 11:30:05.053;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0;0.06;0.03;-0.02;0.408;0.073;0.053;-0.003
011.0082.300;2;2;11;7;E0488;222411910;14131674;4;1;1;2023-10-23 11:32:36.367;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.13;-0.04;0.01;-0.01;-0.189;-0.027;-0.001;0.006
011.0081.300;2;2;11;7;E0436;222413260;14131671;3;2;2;2023-10-23 12:00:39.470;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.432;0.069;0.004;-0.02;0.114;-0.011;0.006;-0.009
011.0082.300;2;2;11;7;E0472;222415202;14131672;10;2;1;2023-10-23 15:42:22.403;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;0.65;0.13;0.09;-0.01;-0.43;0.023;-0.064;0.033
011.0096.300;2;2;10;7;E0414;222417775;14173284;5;2;2;2023-10-23 17:16:17.437;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0746;0.953;-0.069;0.04;0;0.21;0.002;-0.047;-0.03
011.0082.300;2;2;11;7;E0488;222417760;14131674;4;1;2;2023-10-23 20:08:36.963;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;-0.319;-0.04;0.009;-0.01;0.317;0.05;0.029;0.008
011.0082.300;2;2;11;7;E0492;222413739;14129565;2;2;2;2023-10-23 20:49:41.843;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.301;0.111;-0.009;0.02;0.022;0.041;-0.007;-0.002
011.0070.300;2;2;11;7;E0469;222417932;14160218;1;2;2;2023-10-24 00:16:23.307;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0016.01;0.442;0.012;0.031;0.1;0.092;-0.019;0.013;-0.015
011.0084.300;1;6;9;7;WK9005;222412816;14157930;6;1;2;2023-10-24 00:46:52.083;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.078;0.053;-0.004;0;0.083;-0.002;0.02;0.009
011.0081.300;2;2;11;7;E0460;222413258;14131671;9;1;1;2023-10-24 00:55:03.763;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.621;0.078;0.008;-0.02;0.343;-0.026;0.003;0.008
011.0070.300;2;2;11;7;E0464;222414325;14144443;5;2;1;2023-10-24 01:14:41.343;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;0.529;0.06;0.074;0.01;0.022;-0.093;-0.003;0.005
011.0077.300;2;2;11;7;E0484;222415008;14144442;9;1;2;2023-10-24 06:42:27.380;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.23;0.07;0.06;-0.02;0.338;0.045;0.041;-0.021
011.0081.300;2;2;11;7;E0460;222416630;14131671;9;1;2;2023-10-24 07:01:51.517;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.278;0.052;0.011;-0.02;-0.086;-0.007;0.001;0.009
011.0082.300;2;2;11;7;E0488;222416626;14131674;4;2;1;2023-10-24 11:59:44.243;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.31;-0.04;0.091;-0.01;-0.099;0.07;-0.035;0.014
011.0082.300;2;2;11;7;E0472;222415203;14131672;10;2;2;2023-10-24 12:24:12.463;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;0.22;0.153;0.026;-0.01;-0.009;-0.022;0.001;0.039
011.0070.300;2;2;11;7;E0464;222405790;14144443;5;2;2;2023-10-24 16:21:49.587;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;0.551;0.06;0.071;0.01;-0.201;-0.082;-0.024;0.02
011.0082.300;2;2;11;7;E0461;222404510;14131673;10;1;1;2023-10-24 17:18:01.100;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.156;0.049;-0.008;0;0.345;-0.051;0.019;-0.011
011.0084.300;1;6;9;7;WK9005;222415292;14126834;6;1;3;2023-10-24 22:08:05.957;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.14;0.06;0;0;0.104;0.012;0.023;-0.006
011.0084.300;1;6;9;7;WK9005;222415293;14126834;6;1;4;2023-10-24 22:52:36.057;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.036;0.072;0;0;0.008;-0.005;0.002;-0.008
011.0081.300;2;2;11;7;E0460;222416629;14131671;9;2;1;2023-10-24 23:25:20.720;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.219;0.084;0.046;-0.02;-0.491;-0.04;-0.015;0.001
011.0070.300;2;2;11;7;E0468;222414326;14144443;3;2;1;2023-10-25 02:56:11.390;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;0.739;0.06;0.07;0.01;-0.436;-0.077;-0.022;0.008
011.0082.300;2;2;11;7;E0461;222417763;14152396;10;1;2;2023-10-25 04:51:51.680;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0732;0.096;0.05;0.024;0;-0.141;-0.07;0.008;-0.033
011.0082.300;2;2;11;7;E0488;222416623;14131674;4;2;2;2023-10-25 08:31:21.820;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.211;-0.04;0.056;-0.01;0.259;0.035;0.031;0.027
011.0081.300;2;2;11;7;E0460;222418186;14131671;9;2;2;2023-10-25 11:23:51.357;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;-0.272;0.044;0.031;-0.02;-0.014;0.003;-0.01;0
011.0084.300;1;6;9;7;WK9005;222418192;14126834;6;1;5;2023-10-25 11:37:59.390;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.028;0.067;0;0;-0.033;-0.012;-0.008;0.004
011.0077.300;2;2;11;7;E0484;222416016;14144442;9;2;1;2023-10-25 14:40:04.963;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.14;0.07;0.077;-0.02;0.322;0.014;0.021;0.012
011.0082.300;2;2;11;7;E0461;222415625;14131673;10;2;1;2023-10-25 17:11:18.240;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.147;0.058;-0.019;0;0.028;-0.084;-0.01;0.012
011.0084.300;1;6;9;7;WK9005;222418195;14126834;6;1;6;2023-10-25 18:47:07.627;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.061;0.055;0;0;-0.026;0.028;-0.006;-0.01
011.0081.300;2;2;11;7;E0471;222418095;14152395;6;1;1;2023-10-26 02:25:33.347;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0731;0.039;0.09;-0.002;-0.02;0.125;0.002;0.029;0.004
011.0084.300;1;6;9;7;XA9018;222415291;14126834;5;1;1;2023-10-26 03:18:31.207;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.27;0.054;0;0;0.125;0.032;0.028;-0.009
011.0082.300;2;2;11;7;E0486;222411911;14131674;3;1;1;2023-10-26 05:06:13.137;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.248;-0.04;0.046;-0.01;-0.109;-0.047;0.013;-0.01
011.0070.300;2;2;11;7;E0468;222418243;14144443;3;2;2;2023-10-26 06:14:54.993;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.01;0.3;0.06;0.05;0.01;0.201;-0.079;0.015;0.001
011.0082.300;2;2;11;7;E0461;222415628;14131673;10;2;2;2023-10-26 08:24:56.707;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0030;0.175;-0.026;-0.029;0;-0.269;-0.002;-0.001;0.004
011.0070.300;2;2;11;7;E0468;222409285;14180880;3;1;2;2023-10-26 08:59:13.417;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0016.01;0.3;0.06;0.05;-0.02;0.049;-0.062;0.007;0.033
011.0077.300;2;2;11;7;E0484;222415279;14144442;9;2;2;2023-10-26 09:19:30.450;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.462;0.07;0.098;-0.02;0.329;0.022;0.031;-0.01
011.0084.300;1;6;9;7;XA9018;222418193;14126834;5;1;2;2023-10-26 10:51:44.100;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.145;0.086;0;0;-0.009;-0.013;-0.002;-0.007
011.0070.300;2;2;11;7;E0450;222417846;14135692;5;1;1;2023-10-26 12:51:23.710;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;0.78;0.05;0.03;0.03;-0.741;-0.086;-0.001;-0.012
011.0082.300;2;2;11;7;E0486;222411903;14131674;3;1;2;2023-10-26 14:47:27.970;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0032;0.139;-0.04;0.059;-0.01;0.098;-0.065;-0.003;-0.005
011.0077.300;2;2;11;7;E0379;222416018;14144442;2;1;1;2023-10-26 19:08:47.303;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;-0.275;0.07;0.005;-0.02;-0.309;0.028;-0.03;0.027
011.0081.300;2;2;11;7;E0471;222413784;14152395;6;1;2;2023-10-26 21:39:02.913;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0731;0.164;0.092;0.027;-0.02;0;0.029;0.01;0.008
011.0084.300;1;6;9;7;XA9018;222418194;14126834;5;1;3;2023-10-26 23:24:26.200;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.154;0.073;0;0;-0.059;-0.001;-0.013;-0.004
011.0082.300;2;2;11;7;E0486;222415205;14131672;3;2;1;2023-10-27 00:10:07.930;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;0.207;-0.02;0.007;-0.01;-0.473;-0.024;-0.028;-0.023
011.0070.300;2;2;11;7;E0450;222417847;14135692;5;1;2;2023-10-27 01:51:12.633;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0018;0.039;-0.036;0.029;0.03;-0.02;0.082;-0.001;0.007
011.0081.300;2;2;11;7;E0471;222413785;14152395;6;2;1;2023-10-27 06:24:39.170;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0731;-0.104;0.084;0.034;-0.02;0.271;0.028;0.003;0.01
011.0084.300;1;6;9;7;XA9018;222418196;14126834;5;1;4;2023-10-27 08:15:32.117;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0037;-0.213;0.072;0;0;0.033;0.013;0.007;-0.006
011.0077.300;2;2;11;7;E0379;222416017;14144442;2;1;2;2023-10-27 08:22:15.957;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0014;-0.5;0.07;-0.03;-0.02;-0.179;0.032;-0.009;0.006
011.0082.300;2;2;11;7;E0486;222415204;14131672;3;2;2;2023-10-27 10:18:22.913;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;-0.266;-0.02;-0.021;-0.01;-0.159;-0.052;-0.011;-0.03
